timestamp,cpu_avg_percent,cpu_peak_percent,ram_used_mb,ram_percent,disk_used_mb,disk_growth_mb,gpu_utilization_percent,gpu_memory_used_mb,gpu_temperature_c
2026-07-06T14:51:10+00:00,81.7,81.7,7506.19921875,93.5,456223.61328125,-21.1171875,,,
2026-07-06T14:51:12+00:00,92.0,92.0,7531.31640625,93.8,456223.640625,-21.08984375,,,
2026-07-06T14:51:14+00:00,82.7,82.7,7298.75,90.9,456222.65625,-22.07421875,,,
2026-07-06T14:51:16+00:00,48.7,48.7,7170.52734375,89.3,456222.69921875,-22.03125,,,
2026-07-06T14:51:18+00:00,49.9,49.9,7029.32421875,87.6,456222.7109375,-22.01953125,,,
2026-07-06T14:51:21+00:00,38.6,38.6,6996.109375,87.2,456224.828125,-19.90234375,,,
2026-07-06T14:51:23+00:00,65.0,65.0,7133.71484375,88.9,456224.73828125,-19.9921875,,,
2026-07-06T14:51:25+00:00,59.3,59.3,7117.30078125,88.7,456224.75,-19.98046875,,,
2026-07-06T14:51:27+00:00,62.0,62.0,7389.62109375,92.1,456224.8203125,-19.91015625,,,
2026-07-06T14:51:29+00:00,45.0,45.0,7341.69140625,91.5,456224.9375,-19.79296875,,,
2026-07-06T14:51:31+00:00,45.9,45.9,7346.6484375,91.5,456224.91796875,-19.8125,,,
2026-07-06T14:51:33+00:00,70.5,70.5,7442.66015625,92.7,456225.03125,-19.69921875,,,
2026-07-06T14:51:35+00:00,59.6,59.6,7427.78125,92.5,456225.14453125,-19.5859375,,,
2026-07-06T14:51:37+00:00,57.5,57.5,7401.2734375,92.2,456225.171875,-19.55859375,,,
2026-07-06T14:51:39+00:00,46.3,46.3,7363.78125,91.8,456225.1953125,-19.53515625,,,
2026-07-06T14:51:41+00:00,36.7,36.7,7371.58203125,91.8,456225.20703125,-19.5234375,,,
2026-07-06T14:51:43+00:00,45.8,45.8,7370.984375,91.8,456225.11328125,-19.6171875,,,
2026-07-06T14:51:45+00:00,43.6,43.6,7351.3359375,91.6,456225.12890625,-19.6015625,,,
2026-07-06T14:51:47+00:00,53.7,53.7,7398.00390625,92.2,456216.12109375,-28.609375,,,
2026-07-06T14:51:49+00:00,37.1,37.1,7408.51953125,92.3,456216.23828125,-28.4921875,,,
2026-07-06T14:51:51+00:00,53.6,53.6,7378.08984375,91.9,456216.3203125,-28.41015625,,,
2026-07-06T14:51:53+00:00,38.9,38.9,7379.3125,91.9,456216.36328125,-28.3671875,,,
2026-07-06T14:51:55+00:00,38.0,38.0,7371.3828125,91.8,456216.33984375,-28.390625,,,
